FilerEIN,TaxYear,FormAndLineReferenceDesc,ExplanationTxt
951684089,2019,"SCHEDULE I, PART I, LINE 2","DESCRIPTION OF ORGANIZATION'S PROCEDURES FOR MONITORING THE USE OF GRANTS GRANTEE SHALL SUBMIT TO SCRIPPS HEALTH, ATTENTION DIRECTOR OF COMMUNITY BENEFIT SERVICES AT 10140 CAMPUS POINT COURT, CPA 320, SAN DIEGO, CA 92121, THE FOLLOWING: A. A SEMI-ANNUAL SUMMARY PROGRESS REPORT AND A LINE ITEM FINANCIAL ACCOUNTING OF THE GRANT DISBURSEMENT IS REQUIRED. REPORTS SHALL INCLUDE, BUT NOT BE LIMITED TO, PROGRESS MADE TOWARD MEETING OBJECTIVES OUTLINED IN THE GRANT APPLICATION. B. WITHIN THIRTY (30) DAYS FOLLOWING THE EXPIRATION DATE OF THE GRANT A FINAL PROGRESS REPORT SHALL BE SUBMITTED TO SCRIPPS HEALTH. IN ADDITION TO THE PROGRESS MADE TOWARD MEETING THE OBJECTIVES OUTLINED IN THE GRANT APPLICATION, THE FINAL REPORT SHOULD INCLUDE QUANTITATIVE AND QUALITATIVE RESULTS OF THE PROGRAM AGAINST ITS STATED GOALS AND OBJECTIVES. A LINE ITEM FINANCIAL ACCOUNTING OF THE GRANT DISBURSEMENT AGAINST THE BUDGET MUST BE INCLUDED AS PART OF THIS FINAL REPORT. C. THE GRANTEE SHALL PROVIDE SCRIPPS HEALTH WITH ANY ADDITIONAL INFORMATION OR PROGRESS UPDATES, RELATIVE TO GRANT PROJECT, AS REASONABLY REQUESTED. D. SCRIPPS HEALTH RESERVES THE RIGHT TO AUDIT EXPENDITURES AND SUPPORTING DOCUMENTATION."
912153073,2019,"PART I, LINE 2:","CCHS CONTRIBUTES FINANCIAL AND IN-KIND SUPPORT TO OTHER TAX EXEMPT ORGANIZATIONS AND AGENCIES THAT FURTHER THE CCHS MISSION OF PATIENT CARE, RESEARCH, AND EDUCATION. THESE ORGANIZATIONS ARE TO USE THE SUPPORT TO STRENGTHEN THE OVERALL HEALTH OF THE COMMUNITIES WE SERVE."
912153073,2019,"SCHEDULE I, PART III","THE SCHOLARSHIPS AND FELLOWSHIPS LISTED ARE IN FURTHERANCE OF CLEVELAND CLINIC HEALTH SYSTEM'S MISSION TO INCREASE KNOWLEDGE, AWARENESS, AND QUALITY OF PATIENT CARE AND RESEARCH THROUGH EDUCATION."
237254290,2019,"PART I, LINE 2:",THE CHAPTERS MAKE AWARDS AND SCHOLARSHIPS DIRECTLY TO STUDENTS IN THE UNITED STATES.
912117699,2019,procedures for monitoring the use of grant funds in the united states,"SCHEDULE I, PART I, LINE 2 Boys & Girls Clubs of America (BGCA) strives to provide on-going and effective technical assistance, information, systems and monitoring so as to help ensure that local Clubs receiving pass-through grants from BGCA subsidiaries make full and compliant use of all funds awarded to each BGCA subsidiary. For the life of the grant, contract, etc., the Financial/Legal Services, Services to Clubs and Federal Grants Departments of BGCA provide compliance and fiscal management related guidance and oversight. Throughout the process, information and education is provided to Club representatives through, grant administration trainings; online via www.bgca.net; and letters of agreement. Further, in every state where grants are received, a program coordinator is identified to monitor the grant compliance and program deliverables. The Program coordinators review reimbursement requests received from local clubs for accuracy, allowability and appropriateness. BGCA also conducts numerous onsite audits of local Club organizations and their grant and fiscal management procedures, again to ensure that the Clubs are compliant with the terms of the grants awarded to them by BGCA subsidiaries and are using the grant funds appropriately for the deliverables of the grants. Majority of these site visits are conducted by independent CPA firms on behalf of BGCA."
530116130,2019,"Schedule I, Part III LINE 1","THE NRA JEANNE E. BRAY MEMORIAL SCHOLARSHIP AWARDS PROGRAM IS NAMED IN HONOR AND RECOGNITION OF THE GROUNDBREAKING POLICE OFFICER JEANNE E. BRAY, A SHOOTING CHAMPION AND PAST MEMBER OF THE NRA BOARD OF DIRECTORS. JEANNE E. BRAY WAS THE FIRST FEMALE DETECTIVE ON BURGLARY SQUAD, WHICH HAS EVOLVED INTO TODAY'S MODERN SWAT TEAMS. SHE WAS THE FIRST FEMALE POLICE OFFICER TO EARN THE NRA POLICE MARKSMANSHIP ""DISTINGUISHED"" BAR, AND SHE WON THE NATIONAL WOMEN'S POLICE PISTOL COMBAT CHAMPIONSHIP FIVE TIMES FROM 1962 TO 1967. THE PROGRAM OFFERS SCHOLARSHIPS OF UP TO $2,500 PER SEMESTER, UP TO $5,000 PER YEAR FOR A MAXIMUM OF FOUR YEARS, TO DEPENDENT CHILDREN OF ANY PUBLIC LAW ENFORCEMENT OFFICER KILLED IN THE LINE OF DUTY WHO WAS AN NRA MEMBER AT THE TIME OF DEATH, AND TO DEPENDENT CHILDREN OF ANY CURRENT OR RETIRED LAW ENFORCEMENT OFFICERS WHO ARE LIVING AND HAVE CURRENT NRA MEMBERSHIP. THE MEMBERSHIP RESTRICTION IS PERMITTED BY LAW BECAUSE THE NRA JEANNE E. BRAY MEMORIAL SCHOLARSHIP AWARDS PROGRAM IS A 501(C)(4) PROGRAM. SCHOLARSHIP AWARDS ARE PAID DIRECTLY TO THE EDUCATIONAL INSTITUTION."
530116130,2019,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds.","THE NATIONAL FOUNDATION FOR WOMEN LEGISLATORS PARTNERS WITH THE NATIONAL RIFLE ASSOCIATION FOR THE ANNUAL NFWL/NRA BILL OF RIGHTS ESSAY SCHOLARSHIP CONTEST FOR FEMALE HIGH SCHOOL JUNIORS AND SENIORS. THE NRA ACTIVELY ASSISTS NATIONAL FOUNDATION OF WOMEN LEGISLATORS IN THE SELECTION AND ADMINISTRATION OF NFWL SCHOLARSHIPS FOR COLLEGE. NFWL SCHOLARSHIP APPLICATIONS ARE ASSESSED ON THE ELEMENTS OF HISTORICAL RESEARCH, INSIGHT AND PERSPECTIVE, DEMONSTRATED UNDERSTANDING OF THE AMERICAN CONSTITUTION, INSPIRATIONAL QUALITY, AND MEANINGFUL PERSONAL CONNECTION. SCHOLARSHIP AWARDS ARE PAID DIRECTLY TO THE EDUCATIONAL INSTITUTION."
133539048,2019,"PART I, LINE 2:",THE ORGANIZATION'S MANAGEMENT MONITORS ON A CONTINUING BASIS THE USAGE OF GRANTS TO ENSURE SUCH GRANTS ARE USED FOR INTENED PURPOSES. GRANTEES ARE REQUIRED TO SUBMIT A narrative and financial report explaining how the grant funds were expended.
951985500,2019,"Schedule I, Part II","AARP's Office of the Chief of Staff reviews and approves all requests for contributions, taking into consideration the mission of the donee organization and how the contribution will support AARP's goals and advance our mission."
834075614,2019,"Schedule I, Part I, Line 1",The organizations role regarding grants is restricted to approving the funds for disbursement.
834075614,2019,"Schedule I, Part I, Line 2",The organizations role regarding grants is restricted to approving the funds for disbursement.
237394928,2019,"Schedule I, Part I, Line 2","THE ORGANIZATION'S PURPOSE IS TO SUPPORT EDUCATIONAL AND PHILANTHROPIC ACTIVITIES OF TEH COMBINED CHPATERS. FOR FUNDS GIVEN TO AFFILIATED CHAPTER ORGANIZATIONS, NO FURTHER FOLLOW-UP IS DEEMED NECESSARY."
135562401,2020,"Schedule I, Part II","THE YMCA RETIREMENT FUND MAKES SMALL GRANTS TO SUPPORT VARIOUS YMCA PROGRAMS. THESE GRANTS ARE INTENDED TO SUPPORT THE INDIVIDUAL MISSIONS OF THE RECIPIENT YMCA'S AND ARE SINGULAR IN NATURE. NO FURTHER MONITORING IS UNDERTAKEN. ALL RECIPIENTS ARE 501(C)(3) ORGANIZATIONS. THE GRANT TO THE ARMED SERVICES YMCA WAS MADE IN SUPPORT OF ITS MISSION TO PUT CHRISTIAN PRINCIPLES INTO PRACTICE THROUGH EDUCATIONAL, RECREATIONAL, SOCIAL AND RELIGIOUS PROGRAMS AND SERVICES FOR MILITARY PERSONNEL, BOTH SINGLE AND MARRIED AND THEIR FAMILIES. THE MISSION IS CARRIED OUT IN COOPERATION WITH THE MILITARY. THE GRANT TO THE YMCA OF THE USA WAS MADE IN SUPPORT OF ITS PROGRAM TO PROVIDE WORLD SERVICES RELIEF. THE MISSION OF THE YMCA OF THE USA IS TO BE A RESOURCE OFFICE FOR THE NATION'S 2,700 YMCAS, WHICH STRENGTHEN COMMUNITY BY NURTURING THE POTENTIAL OF KIDS, PROMOTING HEALTHY LIVING FOR ALL AND FOSTERING SOCIAL RESPONSIBILITY. THE $25,000 GRANT TO SPRINGFIELD COLLEGE WAS MADE IN SUPPORT OF THE YMCA HALL OF FAME, WHICH RECOGNIZED YMCA PROFESSIONALS AND VOLUNTEERS WHO HAVE MADE A LIFETIME OF COMMITMENT TO THE MISSION AND CAUSE OF THE YMCA MOVEMENT."
135562401,2020,"Schedule I, Part III RETIREE EMERGENCY ASSISTANCE PROGRAM","THE YMCA RETIREMENT FUND ESTABLISHED THE RETIREE EMERGENCY ASSISTANCE PROGRAM (REAP) TO PROVIDE FINANCIAL SUPPORT TO THE YMCA RETIREES WHO FIND THEMSELVES IN FINANCIAL CRISIS. THIS PROGRAM IS SUPPORTED BY PROCEEDS FROM THE HAROLD C. SMITH DINNER. ALL RETIREES RECEIVING AN ANNUITY FROM THE YMCA RETIREMENT FUND ARE ELIGIBLE TO APPLY FOR A REAP GRANT. GRANTS ARE GIVEN ONLY FOR EMERGENCIES THAT FALL INTO ONE OF THE FOLLOWING THREE CATEGORIES: MEDICAL: EXPENSES BEYOND HEALTH INSURANCE COVERAGE, OR OUT-OF-POCKET EXPENSES THAT CAUSE EXTREME HARDSHIP. SHELTER: EXPENSES TO AVOID EVICTION FROM, OR FORECLOSURE UPON, ONE'S PRIMARY RESIDENCE. CATASTROPHE: AN ECONOMIC HARDSHIP RESULTING FROM AN ACT OF NATURE OR OTHER CATASTROPHIC EVENT."
135562401,2020,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds.","AFTER THEY'VE DEMONSTRATED FINANCIAL NEED IN ONE OF THE ASSISTANCE CATEGORIES, A ONE-TIME PAYMENT OF UP TO $2,500 IS PROVIDED PER CALENDAR YEAR. NO FURTHER MONITORING IS UNDERTAKEN."
316216454,2020,"EXPLANATION FOR FORM 990, SCHEDULE I, PART 1, LINE 2",GLENNA R. JOYCE TRUST IS A TRUST FUND THAT DISBURSES FUNDS ONLY TO QUALIFYING CHARITABLE ORGANIZATIONS AS DIRECTED BY THE TRUST'S GOVERNING INSTRUMENT TO BE USED ONLY IN ACCORDANCE WITH THE GOVERNING INSTRUMENT.
521344831,2020,"PART I, LINE 2:","THE NATIONAL ENDOWMENT FOR DEMOCRACY MAINTAINS A COMPLIANCE DEPARTMENT WHOSE MISSION IS TO PROMOTE THE ACCOUNTABILITY OF ENDOWMENT FUNDS PROVIDED TO GRANTEES BOTH IN THE U.S. AND AROUND THE WORLD. THE COMPLIANCE DEPARTMENT IMPLEMENTS AN AUDIT STRATEGY THAT BEGINS WITH THE REQUIRED COMPLETION AND SUBMISSION BY GRANTEES OF A COMPREHENSIVE FINANCIAL QUESTIONNAIRE, WHICH IS USED BY THE COMPLIANCE DEPARTMENT, IN PART, TO DEVELOP RISK ASSESSMENTS AND THEN TO FORMULATE SPECIFIC AUDIT MONITORING PROCEDURES FOR INDIVIDUAL GRANTEES. AUDIT MONITORING PROCEDURES INCLUDE INVOICE VERIFICATION REVIEWS, DAILY TRANSACTION LEDGER REVIEWS, DESK REVIEWS, MAINTAINING AUDIT LOGS, REVIEW OF FEDERAL SINGLE AUDIT COMPLIANCE AND OTHER GRANTEE AUDIT REPORTS, CONDUCTING ON-SITE FINANCIAL REVIEWS, AND ENGAGING INDEPENDENT PUBLIC ACCOUNTANTS TO PERFORM AUDIT PROCEDURES FOR CERTAIN GRANTEES. APPROPRIATE FOLLOW-UP PROCEDURES, INCLUDING REVIEW OF CORRECTIVE ACTION PLANS, ARE PERFORMED AS PART OF THE OVERALL AUDIT STRATEGY."
912009004,2020,"PART I, LINE 2:","PROCEDURES FOR MONITORING GRANT FUNDS WITHIN THE UNITED STATES DUCKS UNLIMITED, INC. REPORTS ON CONSERVATION ACCOMPLISHMENTS ON AN ANNUAL BASIS THROUGH THE ANNUAL REPORT AND ALSO THROUGH THE WEBSITE (DUCKS.ORG). THESE ACCOMPLISHMENTS ARE EXPRESSED IN ""ACRES CONSERVED"" AS WELL AS CONSERVATION EXPENDITURES BY STATE. IT IS CRITICAL THAT DUCKS UNLIMITED, INC. KEEPS ITS VOLUNTEERS AND MEMBERS FULLY ENGAGED WITH ITS MISSION THROUGH EDUCATION AND COMMUNICATION OF OUR GOALS AND ACCOMPLISHMENTS."
110303001,2020,"SCHEDULE I, PART I, LINE 2","THE REPORTING OF GRANT ACTIVITY ON SCHEDULE I REFLECTS THE AGGREGATE GIVING OF FIDELITY CHARITABLE TO THE LISTED IRC 501(C)(3) EXEMPT ORGANIZATIONS. AS A DONOR ADVISED FUND SPONSORING ORGANIZATION, FIDELITY CHARITABLE RECEIVES ADVICE FROM ITS DONOR ADVISORS ON GRANTS TO PUBLIC CHARITIES. ALTHOUGH FOR SCHEDULE I PURPOSES A RECIPIENT ORGANIZATION IS ONLY LISTED ONCE, THE TOTAL AMOUNT GIVEN MAY REFLECT ADVISED DONATIONS FROM MANY GIVING ACCOUNTS. FIDELITY CHARITABLE MAKES GRANTS TO IRS-QUALIFIED 501(c)(3) CHARITABLE ORGANIZATIONS WHERE THE FUNDS DISTRIBUTED WILL BE USED EXCLUSIVELY FOR CHARITABLE PURPOSES. FIDELITY CHARITABLE REQUIRES THE CHARITABLE GRANT RECIPIENT TO CERTIFY THAT (i) YOUR ORGANIZATION IS FORMED UNDER THE LAWS OF THE U.S. AND ITS TERRITORIES AND IS A PUBLIC CHARITY DESCRIBED IN INTERNAL REVENUE CODE SECTION 509(a)(1)-(3), OR A PRIVATE OPERATING FOUNDATION DESCRIBED IN IRC SEC. 4942(j)(3); (ii) THIS GRANT WILL BE USED EXCLUSIVELY FOR YOUR ORGANIZATION'S EXEMPT PURPOSES; (iii) NEITHER THE RECOMMENDING DONOR NOR ANY OTHER PARTY WILL RECEIVE GOODS, SERVICES OR IMPERMISSIBLE BENEFITS (E.G., TUITION, MEMBERSHIPS OR DUES WITH MORE THAN INCIDENTAL BENEFITS, ADMISSION TO EVENTS OR GOODS BOUGHT AT AUCTION) AS A RESULT OF THIS GRANT; (iv) THIS GRANT DOES NOT SATISFY ANY PORTION OF A FINANCIAL OBLIGATION (INCLUDING AN ENFORCEABLE PLEDGE) OF ANY PARTY; (v) THIS GRANT WILL NOT BE USED FOR POLITICAL CONTRIBUTIONS OR CAMPAIGN ACTIVITIES; AND (VI) YOUR ORGANIZATION DOES NOT DEVOTE MORE THAN AN INSUBSTANTIAL PART OF ITS ACTIVITIES TO ATTEMPTING TO INFLUENCE LEGISLATION BY PROPAGANDA OR OTHERWISE (OR HAS MADE AN ELECTION UNDER IRC SEC. 501(H) AND COMPLIES WITH THE LIMITATIONS THEREUNDER). IN ADDITION, FIDELITY CHARITABLE MONITORS CHARITABLE ACTIVITIES OF RECIPIENT ORGANIZATIONS THROUGH VARIOUS MEDIA SEARCHES DESIGNED TO IDENTIFY CHARITIES WHERE ANY FUNDS ARE NOT BEING USED FOR PROPER EXEMPT PURPOSES. MOREOVER, WHEREVER NECESSARY, FIDELITY CHARITABLE REQUIRES DOCUMENTATION AND CERTIFICATION REGARDING THE CHARITABLE ACTIVITIES AND USE OF FIDELITY CHARITABLE GRANTS FROM CHARITABLE GRANT RECIPIENTS. FIDELITY CHARITABLE MAY ALSO WORK WITH THE RECOMMENDING DONORS TO VERIFY THAT FUNDS WILL BE USED EXCLUSIVELY FOR PROPER CHARITABLE PURPOSES."
364724966,2020,"Schedule I, Part III, Column (b) Number of recipients",The number of scholarship recipients is known. For the other types of assistance to domestic individuals the number of recipients benefiting was estimated based on an average or typical amount of assistance provided.
364724966,2020,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds.","Northwestern Memorial HealthCare (NMHC) contributes financial support to tax-exempt organizations and other agencies which support our mission to improve the health and quality of life for those within our communities. Grants and donations from NMHC are administered through Office of External Affairs and its Community Affairs team. The Community Affairs team maintains detailed records and internal control procedures to ensure grant recipients are qualified, award amounts are documented and selection criteria are clear. Requests for donations of $10,000 or less are evaluated to ensure that the donations will have a positive impact on the health and well-being of our communities in addressing an identified community health need. Donations of $1000 or more require an Accountability Report from the recipient which identifies how the funds were used to address the community health need as proposed. Larger donations are awarded through the Northwestern Medicine grant program and are handled through a formal application process, which includes identifying the community health need to be addressed through the grant, requires a detailed budget for the proposed program, and the measurable outcomes expected. Once a grant has been awarded, a written agreement is created which incorporates a budget and time period for spending the grant dollars. Reasonable direct costs, supported by direct budget justification and related to the project's purpose, are allowable. Recipients agree to abide by the budget and all relevant policies in effect at NMHC. Grant expenditures are monitored for compliance with their respective agreements, at least once a year to ensure that budgets are followed and expenses are appropriate. At the end of each budget period, the grant recipient is required to submit an Accountability Report which includes a written narrative and financial report outlining project accomplishments and how the grant dollars were expended."
453358926,2020,"Schedule I, Part II, Line 1(h) PURPOSE OF GRANT",ALL GRANTS THAT ARE MADE THROUGH THE FILING ORGANIZATION ARE DONE SO TO CARRY OUT THE ACTIVITIES AND PURPOSES OF THE SUPPORTED ORGANIZATIONS.
453358926,2020,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds.","Applications are compiled at System Office and sent to a Committee who reads and scores them on a set of criteria that are delineated in the application. The Committee discusses the religious and general merits of each application in relation to the mission of Ascension Health Alliance and makes the final decisions of grants to be awarded. Grants are made to religious and charitable organizations whose work supports the mission, vision, and values of Ascension Health Alliance, Ascension Sponsor and other supported organizations."
314379427,2020,"PART I, LINE 2:","BATTELLE MEMORIAL INSTITUTE (BMI) SENDS A LETTER TO EACH ORGANIZATION THAT STATES BY SIGNING AND DEPOSITING THE CHECK THEY ARE CONFIRMING THEY ARE A 501(C)(3) CHARITABLE ORGANIZATION OR A 170(C)(1) QUALIFYING GOVERNMENT ENTITY. FOR LARGER GRANTS, BMI REQUESTS IN CONNECTION WITH SOME OF THE ORGANIZATIONS, TO SIGN A DONOR OBJECTIVE LETTER THAT STATES THE SCOPE AND PURPOSE OF THE DISTRIBUTION. THE BMI BOARD OF DIRECTORS HAS FINAL APPROVAL FOR ANY DISTRIBUTIONS OVER $500,000. BATTELLE ENERGY ALLIANCE LLC, BATTELLE NATIONAL BIODEFENSE INSTITUTE LLC, BATTELLE SAVANNAH RIVER ALLIANCE LLC, BROOKHAVEN SCIENCE ASSOCIATES LLC, TRIAD NATIONAL SECURITY LLC, AND UT-BATTELLE LLC EACH HAVE THEIR OWN APPROACH TO MAKING SURE THE GRANTS ARE ONLY MADE TO PROPER OBJECTS OF CHARITY."
314379427,2020,SUPPLEMENTAL EXPLANATION,"BMI WAS CREATED PURSUANT TO THE WILL OF GORDON BATTELLE AS AN OHIO NOT-FOR-PROFIT CORPORATION, SPECIFICALLY AS AN OHIO INCORPORATED CHARITABLE TRUST. AS AN INCORPORATED CHARITABLE TRUST, BMI IS SUBJECT TO THE GENERAL SUPERVISION OF THE OHIO ATTORNEY GENERAL AND TO THE REQUIREMENTS OF OHIO NONPROFIT CORPORATION STATUTES. THE ORIGINAL PURPOSE OF BMI WAS TO CONDUCT RESEARCH IN METALLURGY OF COAL, IRON, STEEL AND ZINC AND TO MAKE DISTRIBUTIONS TO OTHER CHARITABLE ORGANIZATIONS. PURSUANT TO AN AGREEMENT WITH THE OHIO ATTORNEY GENERAL, BMI MAKES ANNUAL DISTRIBUTIONS FOR CHARITABLE PURPOSES EQUAL TO AT LEAST 20% OF ITS PRIOR YEAR FINANCIAL STATEMENT NET INCOME BEFORE ADJUSTMENTS FOR UNREALIZED GAINS AND LOSSES, BUT NOT LESS THAN ONE MILLION DOLLARS. ON AUGUST 11, 2005 THE BOARD OF DIRECTORS OF BATTELLE ADOPTED A RESOLUTION THAT ESTABLISHED A MINIMUM CHARITABLE DISTRIBUTION GOAL OF $3,000,000. IN AUGUST 2005, BMI ESTABLISHED A DONOR ADVISED FUND, THE BATTELLE FOUNDATION FUND (THE FUND), UNDER THE COLUMBUS FOUNDATION, A 501(C)(3) PUBLIC CHARITY COMMUNITY FOUNDATION THAT IS LEGALLY AND FINANCIALLY SEPARATE FROM BMI. A SUBSTANTIAL PORTION OF BMI'S CHARITABLE DISTRIBUTIONS ARE MADE TO THE FUND. BMI RECOMMENDS DISTRIBUTIONS FROM THE FUND TO QUALIFYING RECIPIENTS; HOWEVER, THE COLUMBUS FOUNDATION MAKES FINAL DECISIONS ON THE ACTUAL DISTRIBUTIONS. FUNDS TRANSFERRED FROM BMI TO THE FUND HAVE NO POSSIBILITY OF REVERSION TO BMI."
900656139,2020,USE OF GRANTS/DONATIONS,MASS GENERAL BRIGHAM INCORPORATED AND AFFILIATES MAKE DONATIONS TO VARIOUS TAX-EXEMPT ORGANIZATIONS. THESE DONATIONS CAN BE USED BY THE RECIPIENT ONLY IN FURTHERANCE OF THEIR TAX-EXEMPT MISSION.
900656139,2020,GRANTS AND OTHER ASSISTANCE DETAIL,"FINANCIAL AID OF $8,332,846 CONSISTS OF SCHOLARSHIPS PROVIDED BY THE INSTITUTE OF $7,595,346 FOR 423 STUDENTS AND $737,500 FOR TUITION REDUCTIONS RELATED TO VOUCHERS TO CLINICAL SITES AND REDEEMED BY STUDENTS TO OFFSET TUITION CHARGES. TOTAL FINANCIAL AID OF $8,332,846 OFFSETS TUITION AND FEES ONLY."
210650678,2020,"PART I, LINE 2:","THE UNIVERSITY HAS ESTABLISHED POLICIES, PROCEDURES, AND CONTROLS OVER THE AWARDING, DISBURSING, AND MONITORING OF STUDENT FINANCIAL AID OR ASSISTANCE TO INDIVIDUAL STUDENTS IN COMPLIANCE WITH FEDERAL AND STATE OF NEW JERSEY REGULATIONS AND REQUIREMENTS. IN ADDITION, THE UNIVERSITY HAS AN EXTERNAL AUDIT PERFORMED IN ACCORDANCE WITH TITLE 2 U.S. CODE OF FEDERAL REGULATIONS PART 200 (UNIFORM GUIDANCE) AND NEW JERSEY OFFICE OF MANAGEMENT AND BUDGET CIRCULAR 15-08. THE UNIVERSITY HAS PROCEDURES AND CONTROLS IN PLACE OVER THE AWARDING, DISBURSING, AND MONITORING OF SUBAWARDS MADE TO ORGANIZATIONS. THESE INCLUDE REVIEWING THE ANNUAL FINANCIAL STATEMENT AND SINGLE AUDIT REPORTS OF THE ORGANIZATION AND REVIEWING ALL SUPPORTING DOCUMENTATION INCLUDING INVOICES RECEIVED BY THE ORGANIZATION."
421435199,2020,"PART I, LINE 2:","IOWA HEALTH SYSTEM REQUIRES EACH RECIPIENT OF THE GRANTS (OTHER THAN ASSISTANCE TO RELATED ORGANIZATIONS IN THE FORM OF WORKING CAPITAL) TO APPLY FOR THE GRANT AND OUTLINE A SERIES OF ELIGIBLITY STANDARDS THAT ARE REQUIRED TO BE MET. IOWA HEALTH SYSTEM THEN REVIEWS THESE APPLICATIONS, AND BASED ON NEED AND ELIGIBILITY, A COMMITTEE MAKES THE FINAL DECISION ON ALL GRANT RECIPIENTS."
912153073,2020,"PART I, LINE 2:","CCHS CONTRIBUTES FINANCIAL AND IN-KIND SUPPORT TO OTHER TAX EXEMPT ORGANIZATIONS AND AGENCIES THAT FURTHER THE CCHS MISSION OF PATIENT CARE, RESEARCH, AND EDUCATION. THESE ORGANIZATIONS ARE TO USE THE SUPPORT TO STRENGTHEN THE OVERALL HEALTH OF THE COMMUNITIES WE SERVE."
912153073,2020,"SCHEDULE I, PART III","THE SCHOLARSHIPS AND FELLOWSHIPS LISTED ARE IN FURTHERANCE OF CLEVELAND CLINIC HEALTH SYSTEM'S MISSION TO INCREASE KNOWLEDGE, AWARENESS, AND QUALITY OF PATIENT CARE AND RESEARCH THROUGH EDUCATION."
742244826,2020,"SCHEDULE I, PAGE 1, PART I, LINE 2","THE WELD FOOD BANK REQUIRES PARTNER AGENCIES TO COMPLY WITH THE FOLLOWING : HAVE A 501 C (3) TAX-EXEMPT STATUS WITH THE IRS; SERVE THE NEEDY, ILL, INFANTS/CHILDREN AND/OR ELDERLY; PROVIDE FOOD TO CLIENTS AT NO COST; HAVE DESIGNATED HOURS OF OPERATION; MUST NOT DISCRIMINATE; MUST HAVE ADEQUATE FACILITIES TO HANDLE FOOD; MUST AGREE TO BE MONITORED BY WELD FOOD BANK A FORMAL INSPECTION OF A PARTNER AGENCY BY WELD FOOD BANK TO ENSURE THAT RECORD KEEPING, SANITATION, DISTRIBUTION AND OTHER REQUIREMENTS ARE BEING MET."
742244826,2020,"SCHEDULE I, PAGE 4, PART IV","PART II, LINE 1: IN ORDER TO REACH ALL 4,000 SQUARE MILES OF WELD COUNTY THE WELD FOOD BANK WORKS CLOSELY WITH PARTNER AGENCIES. WE CURRENTLY WORK WITH 73 DIFFERENT NONPROFIT AGENCY PARTNERS WHICH INCLUDE FOOD PANTRIES, HOMELESS SHELTERS, SOUP KITCHENS, RESIDENTIAL TREATMENT CENTERS, AND SENIOR AND YOUTH PROGRAMS. THE AMOUNT REPORTED ON SCHEDULE I, PART II, LINE 1 REPRESENTS THE SUPPORT WE PROVIDED TO OUR AGENCY PARTNERS DURING FISCAL YEAR ENDED JUNE 30, 2020. PART II G AND H: NONCASH ASSISTANCE IN THE FORM OF DONATED FOOD PRODUCTS WAS PROVIDED TO VARIOUS PARTNER AGENCIES. DONATED FOOD IS VALUED AT 1.79 PER POUND, AS PROVIDED BY FEEDING AMERICA BASED UPON AN ANNUAL INDEPENDENT STUDY."
237014089,2020,"SCHEDULE I, PAGE 1, PART I, LINE 2",SCHOLARSHIP PAYMENTS ARE MADE DIRECTLY TO THE EDUCATIONAL INSTITUTIONS. THE LOCAL CHAPTERS BUDGET FOR AND AWARD ALL CONTRIBUTIONS. THE CHAPTERS KEEP THE RECORDS (APPLICATIONS) FOR FOUR YEARS AFTER AWARDING. THE SELECTION CRITERIA IS IN THE SCHOLARSHIP GUIDE GIVEN TO ALL SCHOLARSHIP CHAIRS STATEWIDE AND IS ALSO AVAILABLE ON THE WEBSITE. THIS IS DISCUSSED DURING WORKSHOPS AND CONVENTIONS.
340714585,2020,"PART I, LINE 2:","CCF CONTRIBUTES FINANCIAL AND IN-KIND SUPPORT TO OTHER TAX EXEMPT ORGANIZATIONS AND AGENCIES THAT FURTHER THE CCF MISSION OF PATIENT CARE, RESEARCH, AND EDUCATION. THESE ORGANIZATIONS ARE TO USE THE SUPPORT TO STRENGTHEN THE OVERALL HEALTH OF THE COMMUNITIES WE SERVE."
340714585,2020,"SCHEDULE I, PART III","THE SCHOLARSHIPS AND FELLOWSHIPS LISTED ARE IN FURTHERANCE OF THE CLEVELAND CLINIC FOUNDATION'S MISSION TO INCREASE KNOWLEDGE, AWARENESS, AND QUALITY OF PATIENT CARE AND RESEARCH THROUGH EDUCATION."
